@relation E__libs_dl4j_dl4j-examples_Thesis-MLClassification_Data_Input_WholeText

@attribute text string
@attribute @@class@@ {1,2,3,4,5,6}

@data
'Mirko Buri, ein Pionier gegen den Food Waste plaudert aus seinem Nähkästchen. Warum der Food-Waste die grösste Umweltsünde der Neuzeit ist und welche Lösungsansätze er als wertvoll erachtet, werden durch ein interaktives Referat geklärt. Passend dazu verköstigt er das Publikum mit einem vielfältigen „surprise“ Apéro und lädt ein, die Nachhaltigkeitswoche gemeinsam kulinarisch ausklingen zu lassen.\n\nhttps://mein-kuechenchef.ch/',5
'Die CLOUDS Bar bietet für Gin Liebhaber* eine exklusive Gin-Degustation mit Blick über Zürich an. Während 90 Minuten führt Sie das mehrfach prämierte Barteam durch die Welt des Gin und gibt Ihnen spannende Hintergrundinformationen und Geschichten zur beliebten Wacholder-Spirituose. Mit über 120 verschiedenen Gins in der Bar, verfügt das CLOUDS über eine der vielfältigsten Gin-Sammlungen in Zürich. Während der Degustation erhalten Sie fünf verschiedene Gins sowie drei passende Tonics, vom Barchef erklärt und serviert. Um das Erlebnis abzurunden werden dazu verschiedene Häppchen oder Gewürze gereicht. Zum Schluss heisst es „create your own Gin Tonic“. Sie dürfen aus den degustierten Gins und Tonics Ihren lieblings Gin Tonic mixen.\n\nIm Ticketpreis enthalten:\n- 1 CLOUDS Gin Welcome Cocktail\n- Degustation von 5 ausgesuchten Gins\n- Degustation von 3 verschiedenen Tonics\n- Häppchen, passend zu den Gins\n- Create your own Gin Tonic\n\nAuf Anfrage führen wir auch persönliche Tastings durch.\n* Mindestalter 18 Jahre',5
'Kids Club: Kochen mit Sandra Knecht\n\nIn der Ausstellung «Autorreconstrucción: Social Tissue» von Abraham Cruzvillegas.\n\nhttp://cruzvillegas.kunsthaus.ch/de\n\nSandra Knecht geht der Frage nach, wie Heimat schmeckt. Weg von der Rösti, hin zu Geschmäckern, die fremd und ungewöhnlich sind – auch wenn sie aus unserer unmittelbaren Umgebung stammen. Traditionelle und vergessen gegangene Kochtechniken interessieren Sandra Knecht genauso wie Produkte, die normalerweise nicht (mehr) verwendet werden.  \n\nDer Kids Club thematisiert auf spielerische Weise Fragen von Ressourcen, Nachhaltigkeit und Verwertung von Materialien. \n\nFür Kinder jeden Alters. Bitte bis zum 10.3. anmelden unter: yasmin.kiss@kunsthaus.ch\n\n--\n\nSandra Knecht asks what is the real taste of home. She looks beyond Rösti to explore tastes that are strange and unfamiliar – even though they come from our immediate surroundings. She is interested in forgotten traditional cookery techniques and products that are no longer in common use.  \n\nThis Kids’ Club takes a fun look at issues of resources, sustainability and the use of materials. \n\nFor children of all ages. Please book until 10.3.: yasmin.kiss@kunsthaus.ch',5
'In einer entspannten Atmosphäre erfährst du von Marius alles, was du schon immer über das neue Lebensmittel wissen wolltest. In mehreren Degustationsrunden kannst du unsere Spezialitäten aus Insekten degustieren. Dazu erfährst du auch, wie du Insekten in Zukunft auch Zuhause in deiner Küche verwenden kannst. In der lockeren Afterwork-Session darf das Feierabendbier selbstverständlich auch nicht fehlen – darum Bugs & Beer 🐛🍻!\n\nKosten: CHF 60 (Im Preis inbegriffen sind neben dem Workshop, Bierbegleitung & Mineral und Insektenspezialitäten).',5
'Sie möchten auch gerne mitreden? Willkommen zum zweiteiligen Kurs zum Thema Wein.\n\nDaten/Zeit\n13. + 20. März 2018 (zwei Abende)\nAperitif jeweils ab 18.00 Uhr\nKursbeginn 18.30 Uhr\n \nMineralische Nase, fein geschliffene Tannine und im Finale dezente Holznoten. Sie möchten auch gerne mitreden?\n\nDann sind Sie in unserem Seminar Weinwissen hoch 2 genau richtig. Anhand von 16 verschiedenen Tropfen lernen Sie an zwei Abenden, Weine systematisch zu verkosten und nach Profikriterien zu bewerten. Im Fokus steht der Weingenuss, umrahmt von Themen wie Rebbau, Weinbereitung, Lagerung sowie Trinkempfehlungen. Sie erfahren zum Beispiel, warum die Trauben-bzw. Weinqualität massgeblich von der Anzahl Rebstöcke pro Hektar Land abhängt. Und kennen danach die optimalen Serviertemperaturen für Rotwein, Spumante und Co.\n\nWeitere Auskünfte\nEventmarketing\nT +41 44 276 62 00',5
'Am 17. März ist der bekannte Schweizer Autor mit seinem Werk \"Zehnundeine Nacht\" zu Besuch im Rechberg 1837. Charles Lewinsky präsentiert drei Geschichten aus seiner Sammlung von bösen Märchen, raffinierten Kurzgeschichten und modernen Parabeln. Auf dem Teller erwachen die Geschichten kulinarisch. Es entsteht eine spannende Verbindung zwischen Literatur und Kulinarik. \n\nKunst und Kulinarik im Rechberg 1837\n\nIm Frühling und im Herbst widmet das Restaurant Rechberg 1837 im Herzen der Zürcher Altstadt die Samstage der Kultur. Ob Musik, Lesungen oder Theater: Zusammen mit spannenden Kulturschaffenden gestaltet das Restaurant Abende, bei welchen Kunst und Kulinarik verschmelzen. Im wohligen Ambiente des Restaurants erleben die Gäste abwechslungsweise spannende Performances auf der Bühne und kulinarische Interpretationen der Künste auf dem Teller. Das Zusammenspiel schafft einzigartige und bewegende Veranstaltungen, welche die Sinne auf mehreren Ebenen berühren.',5
'Unser Osterbrunch ist auch gleichzeitig unser Startschuss in die Frühlingssaison. \n\nEs erwarten euch Gerichte vom Frühling inspiriert und mit Liebe gekocht. \n\nSchweizer Lamm & Geflügel, Frühlingsgemüse und weitere mediterrane inspirierte Speisen werden angeboten.\n\nCHF 80.00 pro Person\n50\% für Kinder unter 14 Jahren\n\nReservieren Sie Ihren Tisch jetzt: \nTel. 043 883 1015 oder stephanie.winterholler@hyatt.com.',5
'In einer entspannten Atmosphäre erfährst du von Marius alles, was du schon immer über das neue Lebensmittel wissen wolltest. In mehreren Degustationsrunden kannst du unsere neusten Spezialitäten aus Insekten degustieren. Dazu erfährst du auch, wie du Insekten in Zukunft auch Zuhause in deiner Küche verwenden kannst. In der lockeren Afterwork-Session darf das Feierabendbier selbstverständlich auch nicht fehlen – darum Bugs & Beer 🐛🍻!\n\nKosten: CHF 60 (Im Preis inbegriffen sind neben dem Workshop, Bierbegleitung & Mineral und Insektenspezialitäten).',5
'Der Osterbrunch für die ganze Familie inklusive Eiersuchen mit dem Osterhasen höchstpersönlich.\n\nSonntag, 01. April, 12-15 Uhr\nUnd neu: Montag, 02. April, 12-15 Uhr\nCHF 72 pro Person\nKinder: 0-6 Jahre gratis, 7-12 Jahre 50\%\n\nInklusive Prosecco à discrétion, alkoholfreie Getränke, Kaffee & Tee, Parkieren in der Tiefgarage des Zürich Marriott Hotels (nach Verfügbarkeit), Kinder Entertainment\n\n************\n\nEnjoy Easter with your family and friends including Easter egg hunt with the Easter bunny in person.\n\nSunday, April 1st, from 12 PM to 3 PM\nAnd new: Monday, April 2nd, from 12 PM to 3 PM\nCHF 72 per person\nChildren: 0-6 years for free, 7-12 years 50\%\n\nPrice includes Prosecco as much as you like, non-alcoholic beverages, coffee & tea, entertainment for kids, parking at the ZurichMarriott Hotel (upon availability)',5
'André Jaeger wurde mehrfach zum Koch des Jahres gewählt und ist ausgezeichnet mit einem Stern im Guide Michelin und während über 20 Jahren mit 19 Punkten im Gault Millau. \n\nNach 2017 bereits zum zweiten Mal bereitet André Jaeger gemeinsam mit unseren Küchenprofis Fredi Nussbaum und Cyrille Anizan sein berühmtes Fischbuffet für Sie zu. In mehreren Akten präsentieren die Kochkünstler Fische und Meeresfrüchte aus aller Welt – ausschliesslich aus Meeren. Für Poissonisten ein Paradies, das mit einem delikaten Dessertbuffet einen perfekten Abschluss findet.',5
'Donnerstag ist Märt-Zeit: Ab dem 15. März 2018 findet jeden Donnerstag der Sihlcity Märt auf dem Utoplatz in Sihlcity statt. Von 7 Uhr bis nach dem Mittag locken verschiedene Anbieter mit frischen Produkten aus der Region.\n\nOb bei den Eiern, dem Fisch oder beim Gemüse; je länger desto mehr will man als Geniesser wissen, woher die eigenen Nahrungsmittel stammen. Denn man ist, was man isst. Der Sihlcity Märt setzt deshalb auf ausgesuchte regionale Anbieter mit hochwertigen Produkten, die Wert auf Qualität und Tradition legen. Dadurch verleihen sie ihren Produkten eine ganz eigene persönliche Note, die sich in deren Geschmack niederschlägt.\n\nDamit auch alles frisch bleibt: \n20 unserer 64 Schliessfächer sind permanent gekühlt und unser Lieferservice bringt Ihre Einkäufe sicher zu Ihnen nach Hause.\n\nUnser Angebot:\nFrisch vom Bauernhof \nVon ihrem eigenen Hof in Wädenswil verkauft Familie Schönholzer neben Freiland-Eiern auch Geflügel, Truthahn, Gitzi, Kaninchen, Lamm und Wild.\n\nSelbst gefangen \nJeden Morgen um 3 Uhr beginnt Hans-Ueli Zwimpfer seine Arbeit und schippert bis zu vier Stunden auf dem Sempachersee. Danach wird in Handarbeit entschuppt, filetiert und dann geht es ab, auf den Markt. https://www.seefischereizwimpfer.ch/\n\nAus der Käserei\nIn der kleinen hofeigenen Käserei in Gränichen stellt Susanne Klemenz den Galegge Geissenchäs her. Der handgeschöpfte Frischkäse wird zu 100\% aus Ziegenrohmilch hergestellt und wurde bereits mehrfach prämiert. Zudem hat sie ein breites Käsesortiment von Rolf Beeler im Angebot. http://mailsu9.myhostpoint.ch/\n\nFatto in casa\nSeit 1986 kreieren die Pigozzos aus Bäch ihre hausgemachten Ravioli und lassen damit Pasta-Herzen höherschlagen. Nicht nur wegen des Geschmacks, sondern auch wegen den vielen originellen Füllungen und der Prise „Amore“.\n\nFrisch gebrüht \nDas rollende DrüRadKafi im Piaggio-Mobil von Andrea Wyler Leber aus Adliswil ist ein echter Hingucker. Highlights bleiben aber die handgebrühten Kaffee-Spezialitäten und das unwiderstehliche Kleingebäck. https://xn--drradkafi-r9a.ch/\n\nFair gemacht \nAstrid Lauper setzt auf Transparenz, faire Preise und Nachhaltigkeit. Das Sortiment von Naturguet geht von Naturseifen bis zu Cornflackes aus der Mühle, ist vielfältig und stammt vollständig von Schweizer Produzenten. https://naturguet.ch/\n\nFrisch geerntet \nDie Hofprodukte von Ralf und Brigitte Stucki-Gysel aus Oberwil bringen die Natur in die Stadt: Neben saisonalem Gemüse, Quinoa und grünen Linsen, Blumen und zu Weihnachten Tannenbäumen, gibt es auch getrocknetes Gemüse, Konfitüren und Eingemachtes. http://www.direktvompuur.ch/\n\nSelbst gebacken \nDie 2slice Kuchen, Brownies, Scones, Cheescakes und Cookies von Miriam Monari gibt es nicht nur in ihrem Cafe Complet in Zürich, sondern jetzt auch jeden Donnerstag am Sihlcity Märt – alle handgemacht, vegetarisch und vegan in Bio-Qualität. https://www.2slice.com/\n\nStadt-Wurst  \nSeit 2011 veredelt Mika Lanz bestes Fleisch in der Stadt Zürich zu ausgewählten Produkten. Angefangen hat Mika mit dem Stadtjaeger, der zu 100\% aus Züricher „Bio-Säuli“ hergestellt wird. Daneben gibt es luftgetrocknete Spezialitäten und delikate Grillwürste. https://www.mikas.ch/\n\nAus dem Bio-Garten \nKatrin Büchler und ihre 5 Powerfrauen packen im Naturgarten in Niederweningen mit an, um Bio-Gemüse- und Obst im Freilandgarten anzubauen. Neben frischem Saison-Gemüse, gibt es auch fermentierte Produkte, die man perfekt als Beilage servieren kann. http://www.bolebuck.ch/\n\nRosenzauber\nSeit über 40 Jahren setzt Hugo Nydegger aus Egg b. Zürich auf die Königin der Blumen. Das breite Sortiment aus Freiland- und Zuchtrosen aus ausschliesslich eigenen Kulturen lässt nicht nur Romantiker-Herzen höherschlagen. https://www.rosennydegger.ch/',5
'﻿Eine wahre Tee-Meisterin versteht es, in einem einfachen Teeraum eine Atmosphäre der Besinnung und Konzentration entstehen zu lassen, in der das Betrachten eines Bildes, das Fühlen einer Teeschale und der Genuss einer Tasse grünen Tees zu einem tiefen, Herz und Geist beglückenden Erlebnis werden.\n\nLeitung: Soyu Mukai (Teemeisterin der Urasenke-Schule), Teeraum, Remise, CHF 35/30/25 (10–16 J.). Bei Verhinderung bitte frühzeitig melden, Platzzahl beschränkt.\nAnmeldung unter: rietberg.ch/agenda',5
'Geniessen Sie beste Live Musik in unserer Barchetta Lounge. \n\nEntdecken Sie unsere neue Karte und geniessen Sie neue Cocktailkreationen von Julio Enzler und seinem Team.\n\nDazu gibt es feine Gerichte auf der neuen Speisekarte. \n\nFreier Eintritt - keine Reservation möglich',5
'Spanferkel in der LägereBräu.\nVerbringt einen Abend mit uns rund um die Köstlichkeit des\nSpanferkels und unseren Bierspezialitäten, die perfekt\ndazu passen. Vor Ort am Spiess grilliert, bereiten wir das\nAbendessen vor Euren Augen zu. Beim Apéro könnt Ihr\nbereits vor dem Haus einen Blick auf den Leckerbissen\nwerfen, welcher Euch dann im Schalander am Buffet mit\nfeinen Salaten und Beilagen zum Abendessen serviert wird.\nNur zweimal in dieser Saison findet dieser Programmhöhepunkt\nstatt.\n\nBeginn des Events: 18 Uhr – Apéro mit kleinen Snacks\nAbendessen: 19 Uhr – Im Schalander\nPreis: CHF 59.00\n\nIm Preis inbegriffen sind 1 Apérogetränk,\nSnacks zum Apéro und Spanferkel-Büffet.\nWeitere Getränke separat\nDas LägereBräu Team freut sich auf Euch.',5
'Programm:\nMan trifft sich wie gehabt ab ca. 19 Uhr zum traditionellen Fondueplauch. Idealerweise trainierst du dir vorher noch einen gebührenden Durst und Appetit an...\n\nDieses Jahr wird das Fondue gewürzt mit einer Projektpräsentation von ClimbAID. Ihr Motto: Klettern statt Krieg! - Beat erzählt uns über das Wirken von ClimbAID im Libanon und ihre Maxiplus Sessions mit Flüchtlingen in der Schweiz.\n\nDer Schmaus kostet 20.-\nDas Geld fliesst an ClimbAID\n\nAnmeldung bis Mittwoch 21.3.\nim Bistro oder an events@sechsaplus.ch',5
'#Ostern #Familie #wirsuchendenOsterhasen #dersonnenberg #springtime\nWir nehmen Sie an Ostern mit auf eine kulinarische Frühlingsreise. Geniessen Sie am Ostersonntag bei toller Aussicht über die Stadt und den See unser feines und exklusives Lunchbuffet. Wir freuen uns auf Sie!\nwww.sonnenberg-zh.ch',5
'Im Restaurant Bel Etage im Teufelhof\nGeniessen Sie an diesem Abend die veredelten Fleischstücke aus der Metzgerei LUMA mit Jürg Wetli, Fleischexperte von Luma Delikatessen.\nEr weiht Sie in die Geheimnisse der LUMA-Fleischveredelung ein und präsentiert Rind-, Kalb- und Schweinefleisch, zubereitet von den Köchen des Teufelhofs. \nDazu präsentiert Ihnen Weinakademiker Adrian Baumgartner, von der SMITH & SMITH Wine Company, die passenden Weine.\n\nAmuse bouche\nCava Gran Reserva La Cuvée 2013, Gramona\n***\nSt. Galler Dry age Pouletbrust mit Römersalat und Parmesan\nChardonnay «R» 2015, Rebholz\n***\nLuma Schweinbratwürstchen mit Polenta-Espuma und Rotwein-Schalotten\nTerre de Bussière IGP 2015, Domaine de la Janasse\n***\nLuma Kalbsrücken mit Aceto Balsamico-Markjus, geschmorten Lauch und konfierte Kartoffeln\nPriorato DOCa Torroja Vi de Vila 2015, Terroir al Limit\n***\nFelchlin Schokoladenroulade mit Rhabarberragout und Orangenblütensorbet\nBanyuls AOC 2015, Chapoutier\n***\nFriandises\n \n\nPreis: CHF 168.–, inkl. Menu, Weine, Wasser und Kaffee im Restaurant Bel Etage\n\nReservationen nehmen wir gerne telefonisch unter +41 61 261 10 10 oder per E-Mail info@teufelhof.com entgegen.',5
'Im\r\nneuen\r\nKinderKochKurs\r\nbringen\r\nwir\r\nunseren\r\njungen\r\nTalenten\r\nwichtige\r\nGrundlagen\r\nsowie\r\nnützliche\r\nTipps\r\nund\r\nTricks\r\ndes\r\nKochens\r\nspielerisch\r\nnäher.\r\nSpass\r\nhaben\r\nund\r\ndie\r\ngrosse\r\nWelt\r\nder\r\nKulinarik\r\nentdecken,\r\nsteht\r\nim\r\nMittelpunkt!\n\nDie\r\nKinderKochKurse\r\nfinden\r\npassend\r\nzu\r\nden\r\nJahreszeiten\r\nstatt.',5
'Gerne servieren wir Ihnen am Ostersonntag einen feinen Osterbrunch à discrétion.\n\nNebst dem reichhaltigen Storchenbrunch erwarten Sie Osternestli und geschmackvoll dekorierte Säle.\n\nUnser Restaurantleiter Raphael Germana und sein Team freuen sich auf Ihre Tischreservation.',5
'﻿Eine wahre Tee-Meisterin versteht es, in einem einfachen Teeraum eine Atmosphäre der Besinnung und Konzentration entstehen zu lassen, in der das Betrachten eines Bildes, das Fühlen einer Teeschale und der Genuss einer Tasse grünen Tees zu einem tiefen, Herz und Geist beglückenden Erlebnis werden.\n\nLeitung: Soyu Mukai (Teemeisterin der Urasenke-Schule), Teeraum, Remise, CHF 35/30/25 (10–16 J.). Bei Verhinderung bitte frühzeitig melden, Platzzahl beschränkt.\nAnmeldung unter: rietberg.ch/agenda',5
'Der\r\nOsterbrunch\r\nfür\r\ndie\r\nganze\r\nFamilie\r\ninklusive\r\nEiersuchen\r\nmit\r\ndem\r\nOsterhasen\r\nhöchstpersönlich.\n\nSonntag,\r\n01.\r\nApril,\r\n12-15\r\nUhr\nUnd\r\nneu:\r\nMontag,\r\n02.\r\nApril,\r\n12-15\r\nUhr\nCHF\r\n72\r\npro\r\nPerson\r\n\nKinder:\r\n0-6\r\nJahre\r\ngratis,\r\n7-12\r\nJahre\r\n50\%\n\nInklusive\r\nProsecco\r\nà\r\ndiscrétion,\r\nalkoholfreie\r\nGetränke,\r\nKaffee\r\n&\r\nTee,\r\nParkieren\r\nin\r\nder\r\nTiefgarage\r\ndes\r\nZürich\r\nMarriott\r\nHotels\r\n(nach\r\nVerfügbarkeit),\r\nKinder\r\nEntertainment\n\n**************\n\nEnjoy\r\nEaster\r\nwith\r\nyour\r\nfamily\r\nand\r\nfriends\r\nincluding\r\nEaster\r\negg\r\nhunt\r\nwith\r\nthe\r\nEaster\r\nbunny\r\nin\r\nperson.\n\nSunday\r\n,\r\nApril\r\n1st,\r\nfrom\r\n12\r\nPM\r\nto\r\n3\r\nPM\nAnd\r\nnew:\r\nMonday,\r\nApril\r\n2nd,\r\nfrom\r\n12\r\nPM\r\nto\r\n3\r\nPM\nCHF\r\n72\r\nper\r\nperson\n\nChildren:\r\n0-6\r\nyears\r\nfor\r\nfree,\r\n7-12\r\nyears\r\n50\%\r\nPrice\r\nincludes\r\nProsecco\r\nas\r\nmuch\r\nas\r\nyou\r\nlike,\r\nnon-alcoholic\r\nbeverages,\r\ncoffee\r\n&\r\ntea,\r\nentertainment\r\nfor\r\nkids,\r\nparking\r\nat\r\nthe\r\nZurich\r\nMarriott\r\nHotel\r\n(upon\r\navailability)',5
'Anmeldung: https://www.essento.ch/events\n\nSei Teil der Insekten-Revolution! Beim Essento Academy Kochkurs tauchst du in die kulinarische und geschmacksvolle Welt der Insekten ein. Egal ob salzig oder süss – du entdeckst die Vielfalt der Insekten und lernst unterschiedliche Gerichte kochen. Das ausführliche Dossier mit Wissen und Rezepten ermöglicht es dir auch zuhause weiter experimentieren zu können.\n\nWährend 4 Stunden bieten wir dir ein unvergessliches Erlebnis in deiner Region. Wir wollen dir eine unvergleichbare sensorische Erfahrung bieten und unser Wissen in Bezug auf Insekten, ihre Zucht und den Konsum näher bringen.\n\nUnser Ziel ist es, dass du den Kochkurs mit einem Kopf voller Ideen, Inspirationen und neuem Wissen verlässt. Wir wollen dich in die Genusswelt der Insekten einführen und dich vom kulinarischen Potential überzeugen.\n\nPreis: CHF 150\nInkl. Apero, prof. Kochnische, 2 Koch- und Insektenexperten, ein Dutzend Insektengerichte, Reste für nach Hause und für deine KollegInnen, ein Rezeptbüchlein, ein spezieller Rabatt für unser Webshop und unser Essento Kochbuch und einfach MEGA VIEL SPASS! \n\nOrt: Berner Fachhochschule BFH, Murtenstrasse 10, 3008 Bern\nZeit: 18:15-22:00 \nAnmeldung: https://www.essento.ch/events/\n\n***\nFrançais: \n\nInscription: https://www.essento.ch/events/\n\nParticipe à la révolution ! Prends part aux cours de cuisine Essento Academy et plonge dans le monde culinaire et gustatif des insectes.\n\nApprends à cuisiner vers de farine, criquets et grillons sous toutes leurs formes et découvre une quantité de petits plats facile à refaire et à adapter. Tu pourras repartir avec ton livre de cuisine pour poursuivre l\'aventure chez toi. \n\nNous de proposons une expérience inoubliable dans le monde des insectes, pendant 4 heures et près de chez toi. Nous t\'offrons une découverte sensorielle incomparable et t\'apportons notre savoir à propos des insectes, de leur élevage, préparation et consommation.\n\nRessors du cours de cuisine avec des idées plein la tête, de nouvelles façons de cuisiner et des connaissances inédites. Ton anxiété ou ta répulsion ont disparues et tu te souviendras d’une aventure humaine et culinaire incroyable !\n\nPrix: CHF 150\nInclu: apéro, cuisine prof., 2 experts (cuisine et insectes), une douzaine de plats à base d\'insectes, des restes pour la maison et tes amis, un livret de recettes, un rabais spécial pour notre Webshop et pour notre livre de cuisine Essento, et simplement MEGA BEAUCOUP DE PLAISIR! \n\nLe cours aura lieu en allemand. D\'autres cours seront bientôt proposés en Suisse romande. T\'es intéressé? Ecris-nous un MP!',5
'﻿Eine wahre Tee-Meisterin versteht es, in einem einfachen Teeraum eine Atmosphäre der Besinnung und Konzentration entstehen zu lassen, in der das Betrachten eines Bildes, das Fühlen einer Teeschale und der Genuss einer Tasse grünen Tees zu einem tiefen, Herz und Geist beglückenden Erlebnis werden.\n\nLeitung: Soyu Mukai (Teemeisterin der Urasenke-Schule), Teeraum, Remise, CHF 35/30/25 (10–16 J.). Bei Verhinderung bitte frühzeitig melden, Platzzahl beschränkt.\nAnmeldung unter: rietberg.ch/agenda',5
'Wage mit uns den (W)Einstieg. Und Lerne an einem Abend das Einmaleins des Weins.\n\nUnsere Weinkurse für Junge richten sich an wissensdurstige Geniesserinnen und Geniesser im Alter zwischen 20 und 30 Jahren. Nach dem Kurs könnt ihr aus dem Effeff die wichtigen Fragen rund um das Thema Wein beantworten.\n\nWie wird Wein gekeltert?\nWie gelangen die feinen Perlen in die schäumenden Prosecchi und Champagner?\nWie entstehen Aromen im Wein?\nWarum gibt es leichte und schwere Weine?\nWelcher Wein passt zu welchem Essen?\n\nLerne anhand von neun Tropfen Wein professionell zu degustieren und zu bewerten. Und trainiere an unserem Aromaparcours deinen Geruchs- und Geschmackssinn.\n\nMelde dich noch heute an – und freue dich auf einen ungezwungenen, lehrreichen Weinabend!\n\nWeitere Auskünfte\nEventmarketing\nT +41 44 276 62 00\nweinkurs@bindella.ch',5
'10. März 2018, Markthalle Basel, 12-23 Uhr\nErleben Sie die ganze Vielfalt von handwerklich hergestellten Bieren vom klassischen Lager über Ales und IPA bis zu deftigen Stouts. Dazu gibt es ein attraktives Begleitprogramm.  Neben einer \"Biermeile\" mit vielen Brauereien bietet das Begleitprogramm Kurse und Workshops für (Hobby)Brauer, Bier-Degustationen mit unterschiedlichen Ausrichtungen und einen Bereich \"Rund ums Bier\" mit Braubedarf, Kulturgeschichte und Infos rund um Bier und Brauen. \n\n--> Tickets für Degustationen und Kurse buchen unter www.bier-basel.ch/online-buchen (Teilnehmerzahl beschränkt)\n\nDie Markthalle Basel, ein trendiger Ort für Events und ein Mekka für kulinarische Genüsse aus aller Welt, bietet den idealen Rahmen für die Bier Basel. Die Markthalle liegt beim Bahnhof SBB und ist mit öffentlichen Verkehrsmitteln perfekt erschlossen.',5
'﻿Eine wahre Tee-Meisterin versteht es, in einem einfachen Teeraum eine Atmosphäre der Besinnung und Konzentration entstehen zu lassen, in der das Betrachten eines Bildes, das Fühlen einer Teeschale und der Genuss einer Tasse grünen Tees zu einem tiefen, Herz und Geist beglückenden Erlebnis werden.\n\nLeitung: Soyu Mukai (Teemeisterin der Urasenke-Schule), Teeraum, Remise, CHF 35/30/25 (10–16 J.). Bei Verhinderung bitte frühzeitig melden, Platzzahl beschränkt.\nAnmeldung unter: rietberg.ch/agenda',5
'Jung und wissensdurstig? Weiter geht\'s mit Weinkurs Numero due.\n\nZeit\nAperitif ab 18.00 Uhr\nKursbeginn 18.30 Uhr\n \nWeiter gehts! Wer nach dem «Weinkurs für Junge» noch mehr Lust hat auf spannende Weine und viel Fachwissen, der kommt im neuen Teil 2 garantiert auf seine Kosten.\n\nWarum sind Chardonnay und Cabernet Sauvignon internationale Dauerbrenner? Was bedeutet Alte und Neue Welt? Wie genau keltert man einen Süsswein? Was kann man alles aus der Etikette lesen? Und wie macht man als Weintrinker punkto Benimm eine gute Figur?\n\nUnser «Weinkurs für Junge Teil 2» macht euch Schritt für Schritt zu echten Profis. Wir geben euch nicht nur nützliche Knigge-Tipps mit auf den Weg, sondern auch viel Hintergrundwissen zu Rebjahr, Herstellungsverfahren, Weingesetz und der perfekten Kombination von Wein & Speisen.\n\nMelde dich noch heute an – und freue dich auf einen ungezwungenen, lehrreichen Weinabend!\n\nWeitere Auskünfte\nEventmarketing\nT +41 44 276 62 00',5
'Finissage Abraham Cruzvillegas – Autorreconstrucción: Social Tissue\n\nEssens-Happening\nvon und mit Sandra Knecht\n\nhttp://cruzvillegas.kunsthaus.ch/de/event/finissage\n\nNach fünf Wochen intensiver Arbeit und vollem Programm feiern wir am letzten Samstag der Ausstellung Finissage. Mit dabei ist nochmals Sandra Knecht, die speziell für diesen Anlass ein Food-Happening veranstaltet. \n\nIm Unterschied zur Ausstellung, die zu dem Zeitpunkt ihre finale Form erreicht hat, setzt Sandra Knecht ganz auf Improvisation und entscheidet erst am Tag der Veranstaltung, was zubereitet wird. Unterstützt wird sie bei dem Happening von drei weiteren Köchinnen. Gemeinsam bereiten sie die Speisen vor den Augen des Publikums zu. Ab 18 Uhr werden die Häppchen serviert. «Es hät solangs hät …» \n\nSpäter am Abend gibt’s Musik und Tanz. Feiern Sie mit!\n\n--\n\nFood happening by and with Sandra Knecht\n\nAfter five weeks of hard work and a packed programme, we’ll be staging our closing event on the last Saturday of the exhibition. Sandra Knecht will be joining us again for a specially prepared food happening. \n\nUnlike the exhibition, which will be in its final form by then, Sandra Knecht will be trusting to improvisation, and won’t decide on the menu until the day of the event. She and three other cooks will be preparing the food together live before the audience. Snacks will be on offer from 6 p.m. First come, first served.\n\nLater in the evening there’ll be music and dance for everyone to join in and party!',5
'In diesem Workshop erleben Sie, wie die schönen Ostereier aus flüssiger Schokolade entstehen. \n\nLernen Sie von unserem Pastry Chef Tilo Herber, wie die Formen fachmännisch und detailliert geschminkt und anschliessend gegossen werden. \n\nAm Ende des Kurses nehmen Sie Ihr eigenes Schoggi-Ei nach Hause. Stilvoll verpackt eignen sich ihre Kreationen zum Verschenken oder zum selber naschen. \n\nDieser Workshop eignet sich perfekte für Ihren Team-Event im Frühling, ein gemeinsamen Treffen unter Freunden oder die ganze Familie.',5
'Das Zürich Bier Festival öffnet am Donnerstag, 5. April zum 5 Mal seine Tore und beglückt Liebhaber des Hopfengetränks bis zum Samstag, 7. April 2018 mit über 250 verschiedenen Bieren von Brauereien aus dem In- und Ausland.',5
'Auf dem Hunziker-Areal in Oerlikon setzt die Genossenschaft “mehr als wohnen” neue, zukunftsfähige Wohnkonzepte um, die bereits mehrfach mit Preisen ausgezeichnet wurden.\n\nLass dir auf einer Führung das Areal zeigen und erfahre, wie nachhaltiges Wohnen heute geht.\n\nDie Anzahl der Teilnehmenden ist begrenzt, online Anmeldung hier: www.nachhaltigkeitswoche.ch/programm\n\nAt the Hunziker-Areal in Oerlikon, the cooperative “mehr als wohnen” has put into practice new, future-proof living concepts which have already received various awards.\n\nJoin our tour and learn more about modern-day sustainable living.\n\nNumber of participants is limited. Please register here: www.nachhaltigkeitswoche.ch/programm',6
